Full_Info,Price_Million,Area_m2,Price_per_m2,Area_log,Distance_To_D1,Population_Density,District_Bình Thạnh,District_Gò Vấp,District_Nhà Bè,District_Quận 1,District_Quận 2,District_Quận 4,District_Quận 6,District_Quận 7,District_Quận 8,District_Quận 9,District_Thủ Đức,District_Tân Bình,District_Tân Phú,District_Unknown,Area_category_medium,Area_category_small
"17.5 tỷ | Căn hộ Lumiere Riverside, diện tích 93.2m² | A02199249 • Xa Lộ Hà Nội, An Phú, Quận 2, | 3 | 2 | 93.2 m²",17500.0,-0.020716081994211783,1.184603889770396,0.5294675340375303,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
"9.7 tỷ | Căn hộ Q2 THAO DIEN, diện tích 71.7m² | A02199209 • Võ Trường Toản, Thảo Điền, Quận 2, | 2 | 2 | 71.7 m²",9700.0,-0.03236911539774207,0.5124683364489665,-0.11200320311271778,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
"19 tỷ | Căn hộ Lumiere Riverside, diện tích 95.7m² | A02199250 • Xa Lộ Hà Nội, An Phú, Quận 2, | 3 | 2 | 95.7 m²",19000.0,-0.019361078110080355,1.3225194621598149,0.5943211032838229,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
"8 tỷ | Căn hộ Q2 THAO DIEN, diện tích 49.5m² | A02199251 • Võ Trường Toản, Thảo Điền, Quận 2, | 1 | 1 | 49.5 m²",8000.0,-0.04440154988882916,0.8496770110928201,-1.0141667270212615,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
"24.5 tỷ | Căn hộ Q2 THAO DIEN, diện tích 128m² | A02199252 • Võ Trường Toản, Thảo Điền, Quận 2, | 3 | 2 | 128 m²",24500.0,-0.001854427927102293,1.2311954908286638,1.3078925275240754,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"48 tỷ | Căn hộ Q2 THAO DIEN, diện tích 181m² | A02199253 • Võ Trường Toản, Thảo Điền, Quận 2, | 4 | 3 | 181 m²",48000.0,0.026871654416484002,2.1761792568047937,2.160106459255659,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"14 tỷ | Căn hộ Nassim Thảo Điền, diện tích 84.6m² | A02199254 • Số 11, Thảo Điền, Quận 2, Hồ Chí Minh | 2 | 2 | 84.6 m²",14000.0,-0.025377295355623903,0.8992201181696915,0.2924310163031015,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
"40 tỷ | Căn hộ Nassim Thảo Điền, diện tích 159m² | A02199255 • Số 11, Thảo Điền, Quận 2, Hồ Chí Minh | 4 | 3 | 159 m²",40000.0,0.014947620236127427,2.0017360125533084,1.8411204279262567,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"23.5 tỷ | Căn hộ Nassim Thảo Điền, diện tích 133m² | A02199257 • Số 11, Thảo Điền, Quận 2, Hồ Chí Minh | 3 | 2 | 133 m²",23500.0,0.000855579841160565,1.0427481963366245,1.4020471312931342,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"27.8 tỷ | Căn hộ Nassim Thảo Điền, diện tích 135m² | A02199256 • Số 11, Thảo Điền, Quận 2, Hồ Chí Minh | 3 | 2 | 135 m²",27800.0,0.0019395829484657083,1.4171474294110837,1.4387288053938794,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"44 tỷ | Căn hộ The Metropole Thủ Thiêm hướng Tây Nam, diện tích 90m² | A02145330 • Đường R2, An Khánh, Quận 2, | 2 | 2 | 90 m²",44000.0,-0.022450486965900015,5.0410238697961045,0.4438964183626748,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
"75 tỷ | Căn hộ The Metropole Thủ Thiêm hướng Tây Bắc, diện tích 137m² | A02145093 • Đường R2, An Khánh, Quận 2, | 3 | 2 | 137 m²",75000.0,0.0030235860557708515,5.7909490016295155,1.4748749614401684,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"60 tỷ | Căn hộ The Metropole Thủ Thiêm hướng Tây Nam, diện tích 170m² | A02199212 • Đường R2, An Khánh, Quận 2, | 3 | 2 | 170 m²",60000.0,0.020909637326305713,3.29995603887506,2.005746880694581,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"60 tỷ | Căn hộ The Metropole Thủ Thiêm hướng Tây Nam, diện tích 170m² | A02199213 • Đường R2, An Khánh, Quận 2, | 3 | 2 | 170 m²",60000.0,0.020909637326305713,3.29995603887506,2.005746880694581,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"27.5 tỷ | Căn hộ The Metropole Thủ Thiêm | A02199214 • Đường R2, An Khánh, Quận 2, | 2 | 2 | 180 m²",27500.0,0.02632965286283143,0.7364847733963581,2.1464647293462757,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"37 tỷ | Căn hộ The Metropole Thủ Thiêm, diện tích 102m² | A02199215 • Đường R2, An Khánh, Quận 2, | 3 | 2 | 102 m²",37000.0,-0.015946468322069154,3.425513815143404,0.7505932559721994,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"79 tỷ | Căn hộ The Metropole Thủ Thiêm hướng Tây Bắc, diện tích 170m² | A02199211 • Đường R2, An Khánh, Quận 2, | 4 | 3 | 170 m²",79000.0,0.020909637326305713,4.731314688334188,2.005746880694581,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"79.1 tỷ | Căn hộ The Metropole Thủ Thiêm hướng Tây Bắc, diện tích 270m² | A02199210 • Đường R2, An Khánh, Quận 2, | 4 | 3 | 270 m²",79100.0,0.07510979269156287,2.5318214653933877,3.1458192495492487,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"5.28 tỷ | BÁN CĂN HỘ SUNRISE RIVERSIDE 2 PHÒNG NGỦ SỔ HỒNG SẴN | ANB63822 • Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè, | 2 | 2 | 69.11 m²",5280.0,-0.03377289942170224,-0.24167800912828122,-0.20182127751391515,-0.6557443854688363,-0.13517524411165588,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
"20.3 tỷ | Căn hộ The Berkley Thao Dien hướng Tây Bắc, diện tích 141.7m² | A02199202 • Xa Lộ Hà Nội, Thảo Điền, Quận 2, | 2 | 2 | 141.7 m²",20300.0,0.005570993357937932,0.6145968521506772,1.5577971983625944,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"28.8 tỷ | Căn hộ The Berkley Thao Dien hướng Đông Bắc, diện tích 176.78m² | A02199203 • Xa Lộ Hà Nội, Thảo Điền, Quận 2, | 3 | 2 | 176.78 m²",28800.0,0.02458440786007015,0.8663028584929049,2.1020206125464522,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"15.36 tỷ | Căn hộ The Berkley Thao Dien hướng Đông Nam, diện tích 93.68m² | A02199204 • Xa Lộ Hà Nội, Thảo Điền, Quận 2, | 2 | 2 | 93.68 m²",15360.0,-0.020455921248458547,0.8797253591747405,0.542051895131442,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
"24.32 tỷ | Căn hộ The Berkley Thao Dien hướng Tây Nam, diện tích 143.58m² | A02199205 • Xa Lộ Hà Nội, Thảo Điền, Quận 2, | 2 | 2 | 143.58 m²",24320.0,0.00658995627880478,0.9491450869624354,1.5902038104123926,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"12.95 tỷ | Căn hộ The Berkley Thao Dien hướng Tây Nam, diện tích 81.17m² | A02199206 • Xa Lộ Hà Nội, Thảo Điền, Quận 2, | 2 | 1 | 81.17 m²",12950.0,-0.02723636068465222,0.8231096360612283,0.19117628885103538,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
"GIẢM GIÁ | 6.5 tỷ | -3% | Căn hộ Sunrise Riverside hướng Nam, diện tích 81.53m² | ANB160931 • Nguyễn Hữu Thọ, Phước Kiển, | 3 | 2 | 81.53 m²",6500.0,-0.027041240125337294,-0.19909108860906044,0.20200020866858942,0.9724400052447274,-0.13517524411165588,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
"3.4 tỷ | Căn hộ Glory Heights hướng Tây Nam, diện tích 52m² | A09199198 • Nguyễn Xiển, Long Bình, Quận 9, | 1 | 1 | 52 m²",3400.0,-0.04304654600469773,-0.38275012198030817,-0.8945314896582033,-0.6557443854688363,-0.13517524411165588,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
"5.11 tỷ | Bán Căn hộ Sunrise Riverside 2PN View Sông | ANB199200 • Nguyễn Hữu Thọ, Phước Kiển, | 2 | 2 | 70 m²",5110.0,-0.033290518038951444,-0.28522070469125105,-0.1705883317692301,0.9724400052447274,-0.13517524411165588,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
"9.5 tỷ | L4-02-07 VCP giá tốt nhất thị trường. Full nội thất, xem nhà trực tiếp | ABT199184 • Nguyễn Hữu Cảnh, Phường 22, | 2 | 2 | 74 m²",9500.0,-0.03112251182434116,0.42400427164743765,-0.034884907684953156,0.9724400052447274,-0.13517524411165588,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
"11.13 tỷ | Căn hộ Eaton Park, diện tích 75m² | A02199175 • Mai Chí Thọ, An Phú, Quận 2, | 2 | 2 | 75 m²",11130.0,-0.030580510270688588,0.6804190410333334,-0.0020901538724554937,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
"4.4 tỷ | Căn hộ The Beverly Solari 02 hướng Đông, diện tích 80 m² | A09199182 • Nguyễn Xiển, Long Bình, Quận 9, | 3 | 2 | 80 m²",4400.0,-0.02787050250242573,-0.5157447819199317,0.1556681454901363,-0.6557443854688363,-0.13517524411165588,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
"4 tỷ | Căn hộ Masteri Centre Point 2PN 70m2 4 tỷ | A09199178 • Nguyễn Xiển, Long Thạnh Mỹ, | 2 | 2 | 70 m²",4000.0,-0.033290518038951444,-0.4883014393927077,-0.1705883317692301,0.9724400052447274,-0.13517524411165588,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
"GIẢM GIÁ | 5.7 tỷ | -8% | Căn hộ Saigon South Residence 2 Phòng Ngủ | ANB163757 • Nguyễn Hữu Thọ, Phước Kiển, | 2 | 2 | 71.42 m²",5700.0,-0.03252087583276479,-0.19801117754401837,-0.12155766590933191,0.9724400052447274,-0.13517524411165588,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
"5.82 tỷ | Bán Căn hộ 2 Phòng Ngủ Celesta Rise Đầy Đủ Nội Thất | A0758291 • Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè, | 2 | 2 | 79.7 m²",5820.0,-0.0280331029685215,-0.28491539607091476,0.14648087069992324,-0.6557443854688363,-0.13517524411165588,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
"35 tỷ | Căn hộ Empire City 3 Phòng ngủ diện tích 154m² | A0298945 • Mai Chí Thọ, Thủ Thiêm, Quận 2, | 3 | 2 | 154 m²",35000.0,0.012237612467864568,1.6905336339808248,1.7625116759022674,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"GIẢM GIÁ | 35 tỷ | -13% | Bán Căn hộ Empire City 3 Phòng ngủ diện tích 149m² | A0292574 • Mai Chí Thọ, Thủ Thiêm, Quận 2, | 3 | 2 | 149 m²",35000.0,0.00952760469960171,1.7882067058186157,1.6813251332080312,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"GIẢM GIÁ | 33 tỷ | -6% | Căn hộ Empire City hướng 3 phòng ngủ diện tích 160.68m² | A0284062 • Mai Chí Thọ, Thủ Thiêm, Quận 2, | 3 | 2 | 160.68 m²",33000.0,0.015858182846263752,1.4101192779249352,1.8669825491675325,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"REVER ĐỘC QUYỀN | GIẢM GIÁ | 35 tỷ | -13% | Bán căn hộ 3 Phòng Ngủ Empire City thủ thiêm diện tích 155m² | A0288733 • Mai Chí Thọ, Thủ Thiêm, Quận 2, | 3 | 2 | 155 m²",35000.0,0.01277961402151714,1.6717551982339462,1.7784343527395448,-0.6557443854688363,-0.13517524411165588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"GIẢM GIÁ | 4.9 tỷ | -2% | Căn hộ Sunrise Riverside tầng thấp hướng Đông, diện tích 70m² | ANB76333 • Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè, | 2 | 2 | 70 m²",4900.0,-0.033290518038951444,-0.32364138422936445,-0.1705883317692301,-0.6557443854688363,-0.13517524411165588,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
"6.5 tỷ | Cho thuê căn hộ Sunrise Riverside View sông diện tích 99m2 - 3 phòng ngủ, đầy đủ nội thất. | ANB59072 • Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè, | 3 | 2 | 99 m²",6500.0,-0.01757247298302687,-0.3792672838973401,0.6774066159245151,-0.6557443854688363,-0.13517524411165588,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
"GIẢM GIÁ | 37 tỷ | -18% | Căn hộ Define 4 phòng ngủ GIÁ THU HỒI VỐN | A02117076 • Phan Văn Đáng, Thạnh Mỹ Lợi, | 4 | 6 | 325.9 m²",37000.0,0.10540767954074162,0.23386519305120765,3.610151075286144,0.9724400052447274,-0.13517524411165588,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"GIẢM GIÁ | 27.5 tỷ | -2% | Bán căn hộ Define 3 Phòng Ngủ Sân Vườn | A02198398 • Phan Văn Đáng, Thạnh Mỹ Lợi, | 3 | 4 | 220.8 m²",27500.0,0.048443316251856355,0.3749375172758261,2.6497770785852675,0.9724400052447274,-0.13517524411165588,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"GIẢM GIÁ | 36.2 tỷ | -20% | Bán siêu căn hộ Define 4PN, 6WC 325m2 Nhà mới 100% | A02198457 • Phan Văn Đáng, Thạnh Mỹ Lợi, | 4 | 6 | 324.7 m²",36200.0,0.10491987814245432,0.2063669642707645,3.603324999761454,0.9724400052447274,-0.13517524411165588,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"16 tỷ | Căn hộ 5 Phòng Ngủ 4WC Sunrise Riverside diện tích 170 m² | ANB74087 • Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè, | 5 | 4 | 170 m²",16000.0,0.020909637326305713,-0.014769254609236749,2.005746880694581,-0.6557443854688363,-0.13517524411165588,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"GIẢM GIÁ | 5.4 tỷ | -10% | Căn hộ Sunrise Riverside hướng 3pn,2wc đầy đủ nội thất đẹp, giá rẻ nhất dự án | ANB101939 • Nguyễn Hữu Thọ, Phước Kiển, | 3 | 2 | 81.56 m²",5400.0,-0.027024980078727716,-0.37219326469848607,0.20290006974159447,0.9724400052447274,-0.13517524411165588,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
"4.04 tỷ | Căn hộ M-One Nam Sài Gòn hướng Nam, diện tích 63m² | A07198203 • Bế Văn Cấm, Tân Kiểng, Quận 7, | 2 | 1 | 63 m²",4040.0,-0.037084528914519445,-0.39885647115582995,-0.42758584185796805,-1.6733596296648134,-0.560291591535269,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
"4.03 tỷ | Căn hộ M-One Nam Sài Gòn, diện tích 72m² | A07145249 • Bế Văn Cấm, Tân Kiểng, Quận 7, | 2 | 2 | 72 m²",4030.000000000001,-0.0322065149316463,-0.5032936357733206,-0.10180702790000057,-1.6733596296648134,-0.560291591535269,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
"GIẢM GIÁ | 4.13 tỷ | -17% | Căn hộ M-One Nam Sài Gòn hướng Đông, diện tích 63m² | A07141625 • Bế Văn Cấm, Tân Kiểng, Quận 7, | 2 | 1 | 63 m²",4130.0,-0.037084528914519445,-0.38056090947101395,-0.42758584185796805,-1.6733596296648134,-0.560291591535269,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
"4.15 tỷ | Căn hộ M-One Nam Sài Gòn 2PN, diện tích 68m² | A0790356 • Bế Văn Cấm, Tân Kiểng, Quận 7, | 2 | 1 | 68 m²",4150.0,-0.03437452114625659,-0.4385267495148997,-0.24133507945281604,-1.6733596296648134,-0.560291591535269,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
"GIẢM GIÁ | 4.15 tỷ | -17% | Căn hộ M-One Nam Sài Gòn 2PN1WC | N07113276 • Bế Văn Cấm, Tân Kiểng, Quận 7, | 2 | 1 | 65 m²",4150.0,-0.03600052580721431,-0.4024530345639561,-0.3513962084583887,-1.6733596296648134,-0.560291591535269,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
"6.1 tỷ | Căn hộ Feliz en Vista hướng Đông Bắc 1 phòng ngủ | A02137974 • Đồng Văn Cống, Thạnh Mỹ Lợi, | 1 | 1 | 57 m²",6100.0,-0.04033653823643488,0.15043834574384812,-0.6713202840176581,0.9724400052447274,-0.13517524411165588,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
"6.4 tỷ | Căn hộ Feliz en Vista hướng ban công đông bắc đầy đủ nội thất diện tích 57.77m². | A02137411 • Đồng Văn Cống, Thạnh Mỹ Lợi, | 1 | 1 | 57.77 m²",6400.0,-0.039919197040122395,0.19867679163901614,-0.6386659588536464,0.9724400052447274,-0.13517524411165588,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
"6.3 tỷ | Căn hộ 1PN Feliz en Vista sổ hồng sẵn | A02198241 • Đồng Văn Cống, Thạnh Mỹ Lợi, | 1 | 1 | 57.77 m²",6300.0,-0.039919197040122395,0.17650803072613555,-0.6386659588536464,0.9724400052447274,-0.13517524411165588,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
"GIẢM GIÁ | 6.27 tỷ | -16% | Bán căn hộ Feliz en Vista đầy đủ nội thất 1 Phòng Ngủ | A02132082 • Đồng Văn Cống, Thạnh Mỹ Lợi, | 1 | 1 | 57.77 m²",6270.0,-0.039919197040122395,0.16985740245227138,-0.6386659588536464,0.9724400052447274,-0.13517524411165588,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
